Tweet|Polaridade
Plano Nacional de Segurança Pública é realista, diz ministro da ... - Estado de Minas |Neutro
PM apreende armas de fogo, munições e drogas em Juiz de Fora: Material foi encontrado durante patrulhamento no…… |Positivo
PM apreende armas usadas em homicídio em Governador Valadares  |Neutro
PM APREENDE DROGAS E ARMA DE FOGO EM RIO PARDO DE MINAS|Positivo
PM apreende drogas na casa de avós de adolescente em Montes Claros  |Positivo
PM apreende maconha e celular em presídio de Coronel Fabriciano, MG |Positivo
PM apreende pés de maconha e drogas em Uberlândia |Positivo
PM apreende suspeito de tráfico de drogas em João Pinheiro, MG... |Positivo
Pm aprende menor com simulacro de arma e Drogas em Imbé de Minas. |Positivo
PM DESMONTA QUADRILHA ENVOLVIDA COM O TRÁFICO DE DROGAS, ROUBOS E HOMICÍDIO EM BRASÍLIA DE MINAS |Positivo
PM em Divinópolis apreende drogas e munição |Positivo
PM monitora casa e prende homem com drogas e arma em Montes Claros |Positivo
PM prende autores de roubo a posto de combustível, no Bairro Nossa Senhora das Graças |Positivo
PM prende jovens com drogas e tornozeleira eletrônica em Corinto #G1 |Positivo
PM PRENDE/APREENDE SUSPEITOS DE ENVOLVIMENTO COM O TRÁFICO DE DROGAS, ROUBOS E HOMICÍDIO EM BRASÍLIA DE MINAS... |Positivo
Pobre...de pedo que le dieron un mg a su estado de "te gustaría chaparme?"...|Neutro
Põe na conta do @STF_oficial |Neutro
Polêmica com filho de Pimentel: Governo de Minas prevê gasto de R$ 50,8 mi com helicópteros |Negativo
Polícia acredita que homem estuprou mais de 13 mulheres em Sabará - Gerais - Estado de Minas |Neutro
Polícia afirma que estuprador agia com crueldade - Gerais - Estado de Minas |Neutro
Polícia apreende armas e drogas em uma casa em Montes Claros |Positivo
Polícia apreende armas e drogas no distrito de Barra Alegre, em Ipatinga |Positivo
Polícia apreende armas, munições e drogas durante operação em #Medina, MG |Positivo
Polícia apreende drogas e munições durante operação em Pedra azul, MG |Positivo
Polícia apreende mochila com drogas entre São Bento Abade e Carmo da Cachoeira (MG) |Positivo
Polícia Civil apreende drogas e materiais para refino em Iturama  |Positivo
Polícia Civil apresenta dupla presa por tráfico de drogas em Patrocínio: Suspeitos foram apreendidos com 13 quilos…… |Positivo
Polícia Civil apresenta quatro presos envolvidos com o tráfico de drogas e homicídio |Positivo
Polícia Civil identifica suspeito de roubo a ônibus em Juiz de Fora: Rapaz de 21 anos foi reconhecido por duas…… |Positivo
Polícia Civil mata 07 “cangaceiros” no Norte de Minas e impede roubo a banco (Mais informações: |Positivo
Polícia Civil prende traficante de drogas em Patos de Minas |Positivo
Polícia Civil prende traficante e encontra quantidade significativa de drogas em Patos de Minas… |Positivo
Polícia Civil prende traficante suspeito de ordenar o assassinato de assaltante - Gerais - Estado de Minas |Positivo
Polícia faz blitz em rua movimentada de BH para coibir consumo de drogas entres adolescentes - R7 MG  |Positivo
Polícia Militar apreende 30 kg de maconha em Governador Valadares |Neutro
Polícia Militar apreende armas e drogas na Região do Barreiro, em Belo Horizonte |Positivo
Polícia Militar apreende armas e drogas na Região do Barreiro, em Belo Horizonte  |Positivo
Polícia Militar prende autor de tentativa de roubo em Cachoeira do Campo, distrito de Ouro Preto-MG |Positivo
Polícia Militar prende rapaz por tráfico de drogas no bairro São Cristóvão, em Mariana-MG |Positivo
Polícia Militar prende seis suspeitos e realiza maior apreensão de drogas da história de Jenipapo de Minas - |Positivo
Polícia Militar prende suspeito de roubo a padaria em São João do Paraíso, no Norte de Minas… |Positivo
POLICIA MILITAR RECUPERA CARGA DE CAFÉ E PRENDE AUTOR DE ROUBO EM IBIÁ/MG |Positivo
Polícia prende nove suspeitos de tráfico de drogas em Ipatinga |Positivo
Polícia prende quadrilha de roubo de cargas em Contagem (MG) |Positivo
Policiais civis impedem roubo a banco, trocam tiros e matam 7 ladrões em Mato Verde, MG |Positivo
POLICIAIS MILITARES APREENDEM GRANDE QUANTIDADE DE DROGAS ESCONDIDA EM FUNDO FALSO DE... |Positivo
POLICIAIS MILITARES CONFEREM DENÚNCIA ANÔNIMA, APREENDEM MENORES E DROGAS.|Positivo
Policiais Militares do ES e de MG conduzem suspeitos por envolvimento com o tráfico de drogas|Positivo
Policiais militares... |Positivo
Policiais mineiros prendem ladrão de casas de luxo em férias no litoral baiano - Gerais - Estado de Minas |Neutro
Policial de folga impede roubo e detém ladrões em Juiz de Fora |Positivo
Policial de folga impede roubo e detém ladrões em Juiz de Fora  |Positivo
Policias militares integrantes do TÁTICO MÓVEL,... |Positivo
POLÍTICA |Negativo
Políticas da Secretaria de Estado de Esportes contemplam população idosa. |Positivo
Políticos olham pra Alckmin e vêem um gênio!!!! |Negativo
Poner mg en tu estado como mi papa es re traumante, jajajajaja|Neutro
Pongo un estado de que odio a todos, mil mg. Si pongo algo tipo de ni una menos, o Monsanto, cuestiones jodidas y no te dan bola|Neutro
Ponto de vista sobre adm privada em presídios... Com três anos, presídio privado em Minas Gerais não teve rebeliões |Positivo
POPULAÇÃO DE MONTES CLAROS ESTÁ SE IMUNIZANDO CONTRA A FEBRE AMARELA|Positivo
Por certo já escrevemos sobre essa Lei que esse pseudo governador chamado Fernando Pimentel aprovou a toque de... |Neutro
Por Favor comentem a compra de dois helicópteros pelo governo de Minas Gerais e o uso do Helicópteros por Pimentel|Neutro
por lo menos buscate minas q no sean amigas, o q no hayan estado c tus amigos gataso jajajajajajajaja|Neutro
Por más que le des mg a mi estado en fb no te voy a hablar linn ?|Neutro
Por muitos motivos. Mas um mto especial. Queria morar na capital do estado de Minas Gerais...|Negativo
Por RCR: O estado de MG contém mais de 60 mil presos,é muito anjinho, gente boa e honesta fechada.|Neutro
Porquê aqui no Brasil, não poderia ser aqui. E fico vendo que tem corrupção em MG, em Sp, em Rj, em RS, em todos os outros Estado brasileiro|Neutro
Porque le tuvo que poner mg a mi estado .- fooooo loco así me hace extrañarlo gonzalo pucto.|Negativo
Portal F5 Governo de MG põe em sigilo dados sobre voos de Pimentel |Negativo
Portugal se prepara para o adeus a Mario Soares - Estado de Minas |Neutro
Portugal, de luto, se despede do 'pai da democracia' - Estado de Minas |Neutro
Postos dos Sine oferecem mais de 1.500 vagas de emprego no estado - |Neutro
Postos dos Sine oferecem mais de 1.500 vagas de emprego no estado. Confira: |Neutro
Pouco, pra quem perde a vida na mão desses bandidos cada ve…|Positivo
PP, PR e PSD se reúnem com Planalto na próxima semana para fechar apoio a Maia - Politica - Estado de Minas |Neutro
PPP não é terceirização. Com três anos, o ÚNICO presídio PPP do Brasil não teve rebeliões |Positivo
Pq ate Minas eh grande demais e tem varias palavras proprias pra cada regiao do estado|Negativo
Pra eu andar de helicóptero, basta meu pai ser governador de minas!|Neutro
Pra quem não sabe, BH = Belo Horizonte, cidade do Estado de Minas Gerais (MG).|Negativo
Pra ser convocado tem que mudar de estado.|Neutro
Pra ser convocado tem que mudar de…|Positivo
Preço de material escolar varia até 610% em BH - Economia - Estado de Minas |Neutro
Preço do feijão está menos valorizado, apesar do aumento da colheita - Agropecuário - Estado de Minas |Negativo
Prefeito de Aimorés decreta estado de emergência administrativa |Negativo
Prefeito de Ribeirão das Neves decreta estado de calamidade financeira |Negativo
?Prefeitos de 308 municípios de Minas Gerais receberam 401 ônibus escolares na manhã desta... |Positivo
Prefeitura amplia horário de vacinação após caso de febre amarela em Poços |Positivo
Prefeitura de BH prepara plano para reforçar vacinação contra febre amarela - Gerais - Estado de Minas |Positivo
Prefeitura de Divinópolis, MG realiza processo seletivo para Professor |Positivo
Prefeitura de Formiga - MG abre Processo Seletivo para Educação |Positivo
Prefeitura de Juiz de Fora apresenta ações de prevenção à febre amarela |Positivo
Prefeitura de Juiz de Fora divulga convocação para educação infantil |Neutro
Prefeitura de Uberlândia decreta estado de calamidade financeira |Negativo
Presidente da Amagis defende magistratura em artigo no jornal Estado de Minas |Negativo
Presidente da Amagis defende magistratura em artigo no jornal Estado de Minas |Neutro
Presidente da Amagis defende magistratura em artigo no jornal Estado de Minas: |Neutro
Presidente do Peru critica acordo com Odebrecht - Politica - Estado de Minas |Neutro
Presidente do PMDB Jovem de MG é sondado para vaga deixada por secretário que defendeu chacina -  Estado de Minas |Negativo
Presidente do STF suspende trâmite da ação que discute bloqueio de contas do Rio - Estado de Minas |Negativo
Presidente do STJ mantém preso ex-subsecretário da gestão Kassab - Politica - Estado de Minas |Negativo
Presídio adota novo método e consegue recuperar 60% dos presos  |Positivo
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos |Positivo
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos: 3 pilares — trabalho, religião e disciplina |Positivo
Presídio privado em MG nunca teve rebeliões, R$ 1.750 é o custo do preso e à manutenção da cadeia, lá preso trabalha |Positivo
Presídio privado em Minas Gerais nunca teve rebeliões |Positivo
Presídios do Sudeste vivem clima de tensão - Nacional - Estado de Minas |Neutro
Preso homem que usava garras de espeto de churrasco 'à la Wolverine' - Nacional - Estado de Minas |Neutro
Presos por roubo à casa em Juiz de Fora têm histórico de crimes violentos |Positivo
Press Release from Business Wire : Consumer Technology ... - Estado de Minas |Neutro
Prevenção contra febre amarela é reforçada na zona rural do Sul de MG |Positivo
Prevenção contra febre amarela é reforçada na zona rural do Sul de MG  |Positivo
Prezado servidor. Sabe seu 13°? Então...|Neutro
Prezados, boa tarde!|Negativo
PRF flagra mais de 1,2 mil motoristas acima da velocidade em um dia na BR-040 - Gerais - Estado de Minas |Negativo
Principal desafio do novo comandante-geral da PM em Minas será o combate aos roubos - Gerais - Estado de Minas |Positivo
Prisão de homem que transportava drogas em ônibus de turismo é destaque do G1 |Positivo
Prisão por Tráfico de Drogas em Carmo da Mata/MG: |Positivo
Prisões do país transformam pequeno delinquente em 'monstro do crime', diz juiz - Nacional - Estado de Minas |Negativo
Processo de designação de professores estaduais em Minas será feito pela internet |Positivo
Processo de designação de professores estaduais em Minas será feito pela internet  |Positivo
Processo seletivo CEFET MG 2017 é divulgado para Professor: O Centro Federal de Educação… |Positivo
Processo seletivo Prefeitura de Nova Serrana MG 2017: Edital abre vagas na Educação: Entre… |Positivo
Processo seletivo Prefeitura de Paraisópolis MG 2017: No Estado de Minas Gerais, a… |Negativo
Processo Seletivo Simplificado da Secretaria Municipal de Educação e Cultura de Alfenas (Ensino Médio Completo) |Positivo
Procurado por Minas, traficante é preso em ação no Guaçu.  |Positivo
Procuradores do Estado de Minas recuperam 1,6 Bilhão para os cofres do Estado. A íntegra da notícia está no meu FB|Positivo
Proerd de Minas Gerais é referência em prevenção ao uso de drogas entre jovens. O Estado foi um dos três... |Positivo
PROERD, COORDENADO PELA PM, É REFERÊNCIA EM PREVENÇÃO AO USO DE DROGAS ENTRE JOVENS|Positivo
Professores da UFJF e do IF Sudeste decidem pelo fim da greve  |Positivo
Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas |Positivo
Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas |Positivo
Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas - Gerais - Estado de Minas |Positivo
Projeto desenvolvido em escola de dança em Uberaba gera resultados positivos |Positivo
Prova de Física da UEMG (Universidade do Estado de Minas Gerais)... |Neutro
PS:O que uma boa administração ñ faz|Neutro
PSDB paulista quer eleição para contrapor Aécio Neves - Politica - Estado de Minas |Negativo
PSOL vai questionar aumento de vereadores e prefeito de BH na Justiça - Politica - Estado de Minas |Negativo
PSOL vai questionar aumento de vereadores e prefeito de BH na Justiça - Politica - Estado de Minas |Neutro
PT |Neutro
PT acabou com o Brasil, com Minas Gerais e Uberlandia. Será que tudo isso é golpe?  Com a palavra o servidor... |Negativo
PT Quebrou Minas, Rio de Janeiro.....   #LulaNaCadeia |Negativo
PTiistas indignados c/ @jdoriajr de gari e aprovam Governador de Minas, c/ um Estado arrebentado e quebrado, comprar 2 helicópteros. É !!!|Neutro
Publiquem.|Neutro
Quadrilha é presa por roubo, tráfico de drogas e homicídio em Brasília de Minas |Positivo
Qual foi a Justiça que Prorrogou?|Neutro
Quando a Folha/UOL irão deixar de serem canalhas e hipócritas?  |Negativo
Quando cairá esse resquício do PT no governo de Minas? #ForaEsquerda #Pimentel |Neutro
Quando o Pimentel era pequeno, todo ano ele pedia um helicóptero de brinquedo mas o Papai Noel não trazia.... |Neutro
Quando vamos nos ver livres desses CANALHAS, não basta prender e deixar na prisão somente os empresários, os... |Neutro
Quantidade de Vagas : 1|Neutro
Quase metade dos detentos no Brasil está presa temporariamente - Politica - Estado de Minas |Negativo
Quase metade dos detentos no Brasil está presa temporariamente - Politica - Estado de Minas |Neutro
